"species"
"Carex_echinata"
"Carex_ericetorum"
"Carex_flava"
"Carex_fuliginosa"
"Carex_glacialis"
"Carex_globularis"
"Carex_heleonastes"
"Carex_holostoma"
"Carex_lachenalii"
"Carex_lapponica"
"Carex_lasiocarpa"
"Carex_laxa"
"Carex_lepidocarpa"
"Carex_leporina"
"Carex_limosa"
"Carex_livida"
"Carex_loliacea"
"Carex_macloviana"
"Carex_magellanica"
"Carex_microglochin"
"Carex_muricata"
"Carex_myosuroides"
"Carex_nardina"
"Carex_oederi"
"Carex_ornithopoda"
"Carex_pallescens"
"Carex_panicea"
"Carex_parallela"
"Carex_pauciflora"
"Carex_pilulifera"
"Carex_rostrata"
"Carex_rotundata"
"Carex_rufina"
"Carex_rupestris"
"Carex_saxatilis"
"Carex_scirpoidea"
"Carex_simpliciuscula"
"Carex_tenuiflora"
"Carex_vesicaria"
"Carum_carvi"
"Cassiope_tetragona"
"Catabrosa_aquatica"
"Centaurea_jacea"
"Centaurea_scabiosa"
"Cerastium_alpinum"
"Cerastium_arcticum"
"Cerastium_arvense"
"Cerastium_cerastoides"
"Chamorchis_alpina"
"Chenopodium_suecicum"
"Cherleria_biflora"
"Chrysosplenium_tetrandrum"
"Cicerbita_alpina"
"Cicuta_virosa"
"Cinna_latifolia"
"Circaea_alpina"
"Cirsium_arvense"
"Cirsium_palustre"
"Cirsium_vulgare"
"Comarum_palustre"
"Comastoma_tenellum"
"Conioselinum_tataricum"
"Convallaria_majalis"
"Cornus_suecica"
"Corydalis_intermedia"
"Corylus_avellana"
"Cota_tinctoria"
"Cotoneaster_scandinavicus"
"Crepis_paludosa"
"Crepis_tectorum"
"Cryptogramma_crispa"
"Cypripedium_calceolus"
"Cystopteris_alpina"
"Cystopteris_fragilis"
"Cystopteris_montana"
"Dactylis_glomerata"
"Dactylorhiza_fuchsii"
"Dactylorhiza_incarnata"
"Dactylorhiza_lapponica"
"Dactylorhiza_maculata"
"Daphne_mezereum"
"Deschampsia_alpina"
"Deschampsia_atropurpurea"
"Dianthus_deltoides"
"Dianthus_superbus"
"Diapensia_lapponica"
"Diphasiastrum_alpinum"
"Diphasiastrum_complanatum"
"Draba_alpina"
"Draba_cacuminum"
"Draba_crassifolia"
"Draba_fladnizensis"
"Draba_glabella"
"Draba_incana"
"Draba_lactea"
"Draba_nivalis"
"Draba_norvegica"
"Draba_oxycarpa"
"Drosera_anglica"
"Drosera_rotundifolia"
"Dryas_octopetala"
"Dryopteris_expansa"
"Dryopteris_filix_mas"
"Eleocharis_acicularis"
"Eleocharis_palustris"
"Eleocharis_quinqueflora"
"Elymus_alaskanus"
"Elymus_caninus"
"Elymus_macrourus"
"Elymus_mutabilis"
"Elymus_repens"
"Epilobium_anagallidifolium"
"Epilobium_ciliatum"
"Epilobium_collinum"
"Epilobium_davuricum"
"Epilobium_lactiflorum"
"Epilobium_montanum"
"Epilobium_palustre"
"Epipactis_atrorubens"
"Epipactis_helleborine"
"Equisetum_fluviatile"
"Equisetum_hyemale"
"Equisetum_scirpoides"
"Erica_tetralix"
"Erigeron_acris"
"Erigeron_borealis"
"Erigeron_humilis"
"Erigeron_uniflorus"
"Eriophorum_angustifolium"
"Eriophorum_brachyantherum"
"Eriophorum_gracile"
"Eriophorum_latifolium"
"Eriophorum_russeolum"
"Eriophorum_scheuchzeri"
"Eriophorum_vaginatum"
"Erysimum_cheiranthoides"
"Erysimum_strictum"
"Euphrasia_hyperborea"
"Euphrasia_salisburgensis"
"Euphrasia_stricta"
"Fallopia_convolvulus"
"Festuca_altissima"
"Festuca_ovina"
"Festuca_vivipara"
"Fragaria_vesca"
"Frangula_alnus"
"Galeopsis_bifida"
"Galeopsis_speciosa"
"Galeopsis_tetrahit"
"Galium_album"
"Galium_boreale"
"Galium_odoratum"
"Galium_palustre"
"Galium_trifidum"
"Galium_triflorum"
"Galium_uliginosum"
"Galium_verum"
"Gentiana_nivalis"
"Gentianella_amarella"
"Gentianella_aurea"
"Gentianella_campestris"
"Gentianopsis_detonsa"
"Geranium_robertianum"
"Glechoma_hederacea"
"Glyceria_fluitans"
"Gnaphalium_sylvaticum"
"Goodyera_repens"
"Gymnadenia_nigra"
"Gymnocarpium_robertianum"
"Hammarbya_paludosa"
"Harrimanella_hypnoides"
"Helianthus_annuus"
"Hepatica_nobilis"
"Heracleum_sphondylium"
"Hieracium_alpinum"
"Hippuris_vulgaris"
"Hordeum_jubatum"
"Humulus_lupulus"
"Huperzia_selago"
"Hypericum_maculatum"
"Hypericum_perforatum"
"Hypochaeris_maculata"
"Impatiens_noli_tangere"
"Isoetes_echinospora"
"Isoetes_lacustris"
"Juncus_arcticus"
"Juncus_articulatus"
"Juncus_balticus"
"Juncus_biglumis"
"Juncus_bufonius"
"Juncus_bulbosus"
"Juncus_castaneus"
"Juncus_gerardii"
"Juncus_stygius"
"Juncus_trifidus"
"Juncus_triglumis"
"Kalmia_procumbens"
"Knautia_arvensis"
"Koenigia_islandica"
"Lactuca_muralis"
"Lactuca_sibirica"
"Lappula_deflexa"
"Lapsana_communis"
"Lathyrus_linifolius"
"Lathyrus_palustris"
"Lathyrus_pratensis"
"Lathyrus_vernus"
"Leucanthemum_vulgare"
"Leymus_arenarius"
"Linaria_vulgaris"
"Linnaea_borealis"
"Lobelia_dortmanna"
"Lonicera_xylosteum"
"Lotus_corniculatus"
"Luzula_arctica"
"Luzula_arcuata"
"Luzula_confusa"
"Luzula_pallescens"
"Luzula_parviflora"
"Luzula_pilosa"
"Luzula_spicata"
"Luzula_wahlenbergii"
"Lycopodiella_inundata"
"Lysimachia_thyrsiflora"
"Maianthemum_bifolium"
"Matricaria_discoidea"
"Matteuccia_struthiopteris"
"Melampyrum_pratense"
"Melica_nutans"
"Mentha_arvensis"
"Menyanthes_trifoliata"
"Micranthes_foliolosa"
"Micranthes_hieracifolia"
"Micranthes_nivalis"
"Micranthes_stellaris"
"Micranthes_tenuis"
"Milium_effusum"
"Moehringia_trinervia"
"Molinia_caerulea"
"Moneses_uniflora"
"Montia_fontana"
"Myosotis_arvensis"
"Myosotis_scorpioides"
"Myrica_gale"
"Myricaria_germanica"
"Myriophyllum_alterniflorum"
"Myriophyllum_sibiricum"
"Nardus_stricta"
"Narthecium_ossifragum"
"Neottia_cordata"
"Neottia_ovata"
"Noccaea_caerulescens"
"Nuphar_lutea"
"Nuphar_pumila"
"Omalotheca_norvegica"
"Omalotheca_supina"
"Oreopteris_limbosperma"
"Orthilia_secunda"
"Oxalis_acetosella"
"Oxyria_digyna"
"Oxytropis_campestris"
"Oxytropis_lapponica"
"Papaver_radicatum"
"Paris_quadrifolia"
"Pedicularis_flammea"
"Pedicularis_hirsuta"
"Pedicularis_lapponica"
"Pedicularis_oederi"
"Pedicularis_palustris"
"Pedicularis_sceptrum_carolinum"
"Petasites_frigidus"
"Phalaris_arundinacea"
"Phegopteris_connectilis"
"Phippsia_algida"
"Phippsia_concinna"
"Phleum_pratense"
"Phragmites_australis"
"Phyllodoce_caerulea"
"Picea_abies"
"Pilosella_aurantiaca"
"Pilosella_cymosa"
"Pilosella_lactucella"
"Pilosella_officinarum"
"Pimpinella_saxifraga"
"Pinguicula_alpina"
"Pinguicula_villosa"
"Pinus_sylvestris"
"Plantago_lanceolata"
"Plantago_major"
"Plantago_media"
"Platanthera_bifolia"
"Poa_alpigena"
"Poa_angustifolia"
"Poa_arctica"
"Poa_flexuosa"
"Poa_glauca"
"Poa_nemoralis"
"Poa_palustris"
"Poa_pratensis"
"Poa_remota"
"Poa_supina"
"Poa_trivialis"
"Polemonium_acutiflorum"
"Polemonium_caeruleum"
"Polygala_amarella"
"Polygonatum_odoratum"
"Polygonum_aviculare"
"Polypodium_vulgare"
"Polystichum_braunii"
"Polystichum_lonchitis"
"Populus_tremula"
"Potamogeton_alpinus"
"Potamogeton_berchtoldii"
"Potamogeton_gramineus"
"Potamogeton_natans"
"Potamogeton_perfoliatus"
"Potamogeton_praelongus"
"Potentilla_argentea"
"Potentilla_chamissonis"
"Potentilla_erecta"
"Potentilla_nivea"
"Potentilla_norvegica"
"Primula_elatior"
"Primula_scandinavica"
"Primula_stricta"
"Prunella_vulgaris"
"Prunus_padus"
"Pseudorchis_albida"
"Pteridium_aquilinum"
"Puccinellia_distans"
"Pyrola_chlorantha"
"Pyrola_media"
"Quercus_robur"
"Ranunculus_glacialis"
"Ranunculus_hyperboreus"
"Ranunculus_lapponicus"
"Ranunculus_nivalis"
"Ranunculus_peltatus"
"Ranunculus_platanifolius"
"Ranunculus_pygmaeus"
"Ranunculus_repens"
"Ranunculus_reptans"
"Ranunculus_sulphureus"
"Ranunculus_trichophyllus"
"Rhinanthus_angustifolius"
"Rhodiola_rosea"
"Rhododendron_lapponicum"
"Rhododendron_tomentosum"
"Rhynchospora_alba"
"Ribes_spicatum"
"Rorippa_palustris"
"Rosa_majalis"
"Rubus_arcticus"
"Rubus_chamaemorus"
"Rubus_idaeus"
"Rumex_aquaticus"
"Rumex_graminifolius"
"Sabulina_rubella"
"Sabulina_stricta"
"Sagina_caespitosa"
"Sagina_nivalis"
"Sagina_procumbens"
"Salix_arbuscula"
"Salix_aurita"
"Salix_caprea"
"Salix_herbacea"
"Salix_lanata"
"Salix_myrsinifolia"
"Salix_myrtilloides"
"Salix_pentandra"
"Salix_polaris"
"Salix_repens"
"Salix_reticulata"
"Salix_starkeana"
"Saxifraga_adscendens"
"Saxifraga_cernua"
"Saxifraga_cespitosa"
"Saxifraga_cotyledon"
"Saxifraga_hirculus"
"Saxifraga_oppositifolia"
"Saxifraga_paniculata"
"Saxifraga_rivularis"
"Scheuchzeria_palustris"
"Scrophularia_nodosa"
"Scutellaria_galericulata"
"Sedum_acre"
"Sedum_album"
"Sedum_annuum"
"Sedum_villosum"
"Senecio_vulgaris"
"Sibbaldia_procumbens"
"Silene_acaulis"
"Silene_flos_cuculi"
"Silene_latifolia"
"Silene_suecica"
"Silene_uralensis"
"Silene_vulgaris"
"Sinapis_arvensis"
"Sorbus_aucuparia"
"Sparganium_angustifolium"
"Sparganium_hyperboreum"
"Sparganium_natans"
"Spergula_arvensis"
"Stachys_sylvatica"
"Stellaria_alsine"
"Stellaria_crassifolia"
"Stellaria_graminea"
"Stellaria_longifolia"
"Stellaria_media"
"Stellaria_nemorum"
"Subularia_aquatica"
"Succisa_pratensis"
"Tanacetum_vulgare"
"Taraxacum"
"Thalictrum_simplex"
"Thymus_serpyllum"
"Tilia_cordata"
"Trichophorum_alpinum"
"Trichophorum_cespitosum"
"Trichophorum_pumilum"
"Trifolium_hybridum"
"Trifolium_medium"
"Trifolium_pratense"
"Trifolium_repens"
"Trifolium_spadiceum"
"Triglochin_palustris"
"Tripleurospermum_inodorum"
"Trisetum_spicatum"
"Trisetum_subalpestre"
"Trollius_europaeus"
"Turritis_glabra"
"Tussilago_farfara"
"Ulmus_glabra"
"Urtica_dioica"
"Utricularia_intermedia"
"Utricularia_minor"
"Utricularia_vulgaris"
"Vaccinium_microcarpum"
"Vaccinium_oxycoccos"
"Vahlodea_atropurpurea"
"Veratrum_album"
"Verbascum_thapsus"
"Veronica_alpina"
"Veronica_chamaedrys"
"Veronica_fruticans"
"Veronica_longifolia"
"Veronica_officinalis"
"Veronica_scutellata"
"Viburnum_opulus"
"Vicia_cracca"
"Vicia_sepium"
"Vicia_sylvatica"
"Viola_arvensis"
"Viola_canina"
"Viola_epipsila"
"Viola_mirabilis"
"Viola_palustris"
"Viola_riviniana"
"Viola_rupestris"
"Viola_selkirkii"
"Viola_tricolor"
"Viscaria_vulgaris"
"Woodsia_alpina"
"Woodsia_glabella"
"Woodsia_ilvensis"
