X1,comm,n_sp,n_tr,FDpg,FDw,FDwcomm,qual.FD,nbsp,sing.sp,FRic,qual.FRic,FEve,FDiv,FDis,RaoQ,CWM.Seed_mass,CWM.Height,CWM.LDMC,CWM.SLA,CWM.Leaf_nitrogen,CWM.Leaf_area,CWM.Leaf_phosphorus
site293152,1354,29,7,3.928853101163543,3.928853101163543,3.928853101163543,0.6677380643333702,29,29,18.639854251985728,0.6633918675346904,0.8814987118301093,0.6698806608328555,2.1876429215463338,5.348201527073897,-1.216677929059698,-0.048785095169843126,0.0957862387824791,-0.06937808487225028,-0.05583816139023841,0.09450109431481443,0.07969846708622692
site293352,1355,4,7,1.0185514621048213,1.0185514621048213,1.0185514621048213,0.6677380643333702,4,4,4.457854721618366,0.6633918675346904,0.9461080550958799,0.8003962974472453,2.434452153888625,5.968427934475946,-0.5711008415632309,1.1034127559415237,-0.07625272008583556,-0.04958061643230548,-0.8630473276532352,0.2692204705722353,-0.38980306582765706
site293550,1356,4,7,1.0185514621048213,1.0185514621048213,1.0185514621048213,0.6677380643333702,4,4,1.8887697356477533,0.6633918675346904,0.9484625722220494,0.7950988640209141,2.137752043565807,4.6758928724120645,-1.0239403837802274,0.7244503953716918,-0.059271143880950686,0.1384884699535167,-0.8559690258441546,0.7173246440138701,-0.03888928304007375
site293744,1357,19,7,2.8111579009530496,2.8111579009530496,2.8111579009530496,0.6677380643333702,19,19,19.634329369441932,0.6633918675346904,0.8802845790905617,0.6757948669055549,2.2618797013079734,5.955074520750779,-1.1386240612645262,-0.3242757311535524,0.4502709424366481,-0.3709940544563587,-0.027740116565472907,-0.13898267967516745,-0.22539578016091827
site293945,1358,11,7,1.9897809583401367,1.9897809583401367,1.9897809583401367,0.6677380643333702,11,11,11.295026024240803,0.6633918675346904,0.8681060592136683,0.727153767179127,2.6349251068602637,7.235395381284715,-0.47927336683158317,0.7285445559240847,-0.201092492425951,0.2126107429053423,-0.389301370590647,0.7254797264665592,0.23140653152110371
site294144,1359,42,7,5.402107328047333,5.402107328047333,5.402107328047333,0.6677380643333702,42,42,31.087153423364807,0.6633918675346904,0.8844307937647014,0.6728822999144425,2.452028421404911,6.960414331921015,-1.2708236056725786,-0.10997056799828114,0.2244545686863108,-0.15686764568373396,-0.2041854483390863,-0.1063174707567261,-0.09511490715668852
site294535,1360,7,7,1.3195365869420668,1.3195365869420668,1.3195365869420668,0.6677380643333702,7,7,11.403448394297971,0.6633918675346904,0.8507336729766748,0.7807012464256846,2.2781411989736755,5.913267003174706,-0.8116991816597716,-0.35066128069563735,0.7394129110467309,-0.5700365526394343,-0.5896832128530372,-0.09795495030469463,-0.7198585818247379
site294736,1361,12,7,2.1921933814894556,2.1921933814894556,2.1921933814894556,0.6677380643333702,12,12,12.41495579004221,0.6633918675346904,0.8747396197779139,0.8122382797203129,2.4291936459722927,6.153007503551757,-0.8815002342842259,0.7907464610332104,-0.20519156581103662,0.09170926211111673,-0.20654341431605494,0.912675115243621,0.35396797275436453
site294939,1362,36,7,4.577318823449242,4.577318823449242,4.577318823449242,0.6677380643333702,36,36,27.045034230130806,0.6633918675346904,0.8795505328999401,0.709561634095923,2.3809093049268806,6.512935391961559,-1.3489814506334994,-0.23206223744693183,0.30137806476271384,-0.1278415829635625,-0.19272525377652402,-0.2447842726968573,-0.1869030419122688
site295333,1363,13,7,2.2173196581113612,2.2173196581113612,2.2173196581113612,0.6677380643333702,13,13,17.999781263497173,0.6633918675346904,0.8440048985380485,0.6970499489298251,2.344878153412271,6.388580560054176,-0.9053846539117905,-0.0659235976702601,0.48271424623918513,-0.2984978537480664,-0.08447283978767167,0.2579357584257149,-0.16887580056915238
site295530,1364,41,7,5.196740144758157,5.196740144758157,5.196740144758157,0.6677380643333702,41,41,30.55012266910103,0.6633918675346904,0.8864065041670248,0.7155850356833625,2.463058095616422,6.837136270982586,-1.5934176945129852,-0.28900698889473614,0.2505483429520352,-0.09282940560534814,-0.15583311162380137,-0.41143446422900426,-0.17393046181949542
site295724,1365,45,7,5.509582278363085,5.509582278363085,5.509582278363085,0.6677380643333702,45,45,30.844166576617006,0.6633918675346904,0.8869973179111198,0.7129957195100959,2.3968424341222483,6.621221841202851,-1.403566309730529,-0.17317815500201408,0.22249493690716202,-0.061719859090713355,-0.2058703047039553,-0.20236692732673645,-0.1883795286035659
site295922,1366,5,7,1.1250361105856324,1.1250361105856324,1.1250361105856324,0.6677380643333702,5,5,3.0665217889872602,0.6633918675346904,0.8630868028448965,0.7709529349057878,2.121397586079346,4.7869565467674615,-0.57579285860862,0.9714062228331588,-0.047125907385239967,-0.07517038222996665,-0.6128412512685504,0.8742562056605189,-0.2996364110548738
site296121,1367,9,7,1.7564750936478686,1.7564750936478686,1.7564750936478686,0.6677380643333702,9,9,13.152228699473593,0.6633918675346904,0.8931641513201981,0.6511000741332627,2.5362300979571266,7.211512768539509,-1.064878063134462,0.21026735354198603,0.4304968612735894,-0.06251271164670028,-0.0780547438185667,0.1221890137989924,-0.21375408956334846
site296314,1368,21,7,3.0155450957952805,3.0155450957952805,3.0155450957952805,0.6677380643333702,21,21,19.962946644805115,0.6633918675346904,0.8805415616031681,0.6742081987333917,2.2587502605254124,5.861460322123025,-1.2094143263961452,-0.31834258534425003,0.35051204123353663,-0.07838964163049109,0.0027540850207135106,-0.24789473171909962,-0.23701102138771202
site296520,1369,7,7,1.4061684309653864,1.4061684309653864,1.4061684309653864,0.6677380643333702,7,7,4.712254743632449,0.6633918675346904,0.9090822753687435,0.8002982003901424,2.2560085567466635,5.361610477096397,-1.050459626956656,0.45977884284108556,-0.21460528457295297,0.23906286787371805,0.2390748220019008,0.323010605272196,0.1633156150529188
site296714,1370,33,7,4.373743412275167,4.373743412275167,4.373743412275167,0.6677380643333702,33,33,27.045034230130806,0.6633918675346904,0.8829023765855077,0.7008327455404395,2.4446698156582003,6.83694973635845,-1.382778119925368,-0.2799862863770336,0.3436091100590845,-0.14997537412897524,-0.21058852136711598,-0.26272178858001943,-0.16433918159600175
site296916,1371,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.1508038147321762,1.3243494200021304,0.5506796783738312,1.0368202810244116,-0.0852614133902623,-0.04046095452313336,0.08618857216690531,1.8651104892675328,-0.34134009022859324
site297111,1372,16,7,2.508940059345848,2.508940059345848,2.508940059345848,0.6677380643333702,16,16,17.22351349552916,0.6633918675346904,0.8616320084122233,0.7068573201793984,2.228944462578456,5.824806845848826,-1.1177739135506082,-0.09936345934003579,0.5195596276740041,-0.33007209117974756,-0.06486719717094461,0.009006582136329214,-0.33197028844949505
site297309,1373,20,7,3.0534278284182417,3.0534278284182417,3.0534278284182417,0.6677380643333702,20,20,20.410597137409944,0.6633918675346904,0.8591467523623165,0.7025716361255462,2.3903119767300076,6.4164230424465165,-1.0118353362151171,-0.05678008414847934,0.3216182251219516,-0.14535621542508392,-0.16379339267100168,0.06367452504068105,-0.10799086417141393
site297510,1374,43,7,5.207102051612608,5.207102051612608,5.207102051612608,0.6677380643333702,43,43,28.39985444057022,0.6633918675346904,0.8942399067028209,0.704589655967544,2.3485938896626664,6.298950659535025,-1.3267178205945467,-0.22424863264667502,0.23639432291421683,-0.06947908245034733,-0.13345131505004362,-0.23771287736587385,-0.15871405274277453
site297711,1375,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.8209805520698302,0.22768288710193108,0.6930961444580287,-0.691635823399762,-0.4058675804490349,0.5750586567681075,-0.9084538991565185
site297913,1376,10,7,1.7256675764378349,1.7256675764378349,1.7256675764378349,0.6677380643333702,10,10,13.511711429105109,0.6633918675346904,0.8080121556134844,0.6689759279851265,2.225701565213227,6.0328788493385,-0.8638012246988819,-0.1282257472290366,0.4939753550988967,-0.3743550222292048,0.04499823781467636,0.0831561811557553,-0.34204337698168286
site298111,1377,53,7,6.075798477315608,6.075798477315608,6.075798477315608,0.6677380643333702,53,53,32.15056785261983,0.6633918675346904,0.889234821749117,0.7015049021036144,2.4112194452266555,6.676000737823848,-1.5418760360791381,-0.3132997108617823,0.19861665281649354,-0.05853144564840358,-0.18139137449071632,-0.40164163655653967,-0.14734855992886045
site298310,1378,15,7,2.334998096265378,2.334998096265378,2.334998096265378,0.6677380643333702,15,15,12.8941704875504,0.6633918675346904,0.8398264841635009,0.7661992459191476,2.224247541152214,5.361189723204698,-0.8519723290142455,0.5838817445367196,-0.20959249529004206,0.07064988591916502,-0.07635031791852817,0.6470059497193311,0.11315018812401735
site298508,1379,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.6456816826024177,2.708268200453108,0.15842622487578045,0.8931541927363593,0.03840403617524424,-0.15582767344955437,0.06584002448351944,1.1143785172769318,-0.630798716579204
site298712,1380,2,7,0.589717432550952,0.589717432550952,0.589717432550952,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.3358333617145055,1.7844507702695043,-1.6034736270014636,0.10087833066815081,0.19178059384033985,-0.1809055243349037,-0.5004058037013184,0.5645760266919894,-0.11166918446994373
site298908,1381,2,7,0.589717432550952,0.589717432550952,0.589717432550952,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.7525506926665537,3.0714339303660187,-1.322800680806823,0.20872693231703454,0.1848289122747221,-0.3305000764480944,0.007006179818288272,0.6094740139250256,-0.23151647281221172
site299112,1382,14,7,2.231765627708902,2.231765627708902,2.231765627708902,0.6677380643333702,14,14,10.6037159046163,0.6633918675346904,0.8594409835101573,0.6402094100073483,2.184292332702156,5.460144517251599,-0.7539514480970219,0.2046046819027079,0.21453634074145692,-0.1249979512551359,-0.1662031141757298,0.41234928943054505,-0.18255158353219753
site299317,1383,32,7,4.230564467770385,4.230564467770385,4.230564467770385,0.6677380643333702,32,32,24.781333606007124,0.6633918675346904,0.898189044517598,0.6901011621321268,2.448546190705159,6.761133878173721,-1.0410180743500277,-0.13314515683725855,0.19044658147456853,-0.14291024344262418,-0.177590483989053,0.037224617390987425,-0.13726318923302086
site299520,1384,20,7,2.9030081364705778,2.9030081364705778,2.9030081364705778,0.6677380643333702,20,20,20.861403118983585,0.6633918675346904,0.8372036633804839,0.6506229725646183,2.227550741689698,5.77139725489921,-1.0647876222976618,0.20314846550298415,0.19680472592951453,-0.028640264397131278,0.09535957531878841,0.3941445953800586,0.092955243262643
site299715,1385,30,7,4.265115837688021,4.265115837688021,4.265115837688021,0.6677380643333702,30,30,26.760899251968816,0.6633918675346904,0.8881643505665627,0.6900257140582474,2.42585923041358,6.860235829275719,-1.4494376189079299,-0.43902374764662716,0.10538545029100017,0.11064150897302708,0.16388795903543335,-0.4714704585952433,0.008800577507144058
site299915,1386,6,7,1.2775862120956063,1.2775862120956063,1.2775862120956063,0.6677380643333702,6,6,7.360413655016114,0.6633918675346904,0.888425501187855,0.7668583068174571,1.9251684152536022,3.896975932004333,-0.7788382637651855,0.5938954047464652,-0.5659256850217209,0.3825191157238745,0.32886701860231315,1.3419017629130727,0.9178537923723539
site300128,1387,41,7,4.915771432609315,4.915771432609315,4.915771432609315,0.6677380643333702,41,41,27.091583700748785,0.6633918675346904,0.8917204913752943,0.703945057691117,2.368454668355613,6.324039711944486,-1.2238034806728095,-0.06474653944363945,0.15366024148799964,-0.0842479252054117,-0.13290188428887248,-0.06058147381187587,-0.09805996316119317
site300320,1388,3,7,0.8220642899107067,0.8220642899107067,0.8220642899107067,0.6677380643333702,3,3,1.345750508791261,0.6633918675346904,0.8850063275564044,0.7734419014126537,2.551732826110065,6.830319931724779,-0.34103224539732147,0.2499527930175809,0.07644972385429931,0.617428546221777,-0.00328552922283179,0.2166341358618278,-0.15297153249753984
site300511,1389,5,7,1.0362209883310904,1.0362209883310904,1.0362209883310904,0.6677380643333702,5,5,2.9629856973750957,0.6633918675346904,0.8523189722100878,0.8399784527903249,1.747326420016907,3.104720505413245,-1.804525473252812,0.4872694203944026,0.27766365330473275,-0.2775901227784236,-0.02960917911966629,0.4114564214336408,-0.22444286125577856
site300713,1390,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.8209805520698302,0.22768288710193108,0.6930961444580287,-0.691635823399762,-0.4058675804490349,0.5750586567681075,-0.9084538991565185
site300912,1391,14,7,2.304218309592582,2.304218309592582,2.304218309592582,0.6677380643333702,14,14,17.22351349552916,0.6633918675346904,0.8308602160806908,0.6978509716299032,2.2064217724840347,5.830225278098528,-0.947072123107437,-0.07740309930431301,0.4747619609774508,-0.35441663958495345,-0.029684047640815874,0.12511673015484892,-0.2606754137685778
site301115,1392,44,7,5.460466186116816,5.460466186116816,5.460466186116816,0.6677380643333702,44,44,30.95375234347907,0.6633918675346904,0.8977656813760911,0.7210693537350126,2.475495049369122,6.891836408239625,-1.5382702691357373,-0.23747726291068055,0.25499067822068255,-0.09828778028031172,-0.10798574271017398,-0.3389236213050138,-0.15018178049271236
site301319,1393,14,7,2.395688172739961,2.395688172739961,2.395688172739961,0.6677380643333702,14,14,19.89993639915468,0.6633918675346904,0.8578976063744349,0.730925283523259,2.5767893644534032,7.432126282753536,-0.909023962234634,0.5864945892534185,0.043286542729683214,-0.21057564703103113,-0.3842430236993357,0.6738604908916717,0.07878771738001888
site301528,1394,3,7,0.8220642899107067,0.8220642899107067,0.8220642899107067,0.6677380643333702,3,3,1.6514914933614495,0.6633918675346904,0.982595874733232,0.7848041013257192,2.125916320291025,4.613388153142669,-0.21691052550338158,0.8655048159214845,-0.012792576599839844,0.4787840473791316,-0.7098320969498438,0.6171655039457411,-0.5410507608220614
site301730,1395,4,7,0.8926892532258774,0.8926892532258774,0.8926892532258774,0.6677380643333702,4,4,1.8060904927294161,0.6633918675346904,0.8641883180664904,0.698093373255292,1.8682763427913258,3.6142720073626697,-1.0527512313345904,0.38174444682651804,0.17853515771442183,0.23132351370494403,-0.9067896080753676,0.7071035328541618,-0.22860746617574013
site301931,1396,32,7,4.077209757780124,4.077209757780124,4.077209757780124,0.6677380643333702,32,32,16.860506711068123,0.6633918675346904,0.8795137135718638,0.7119077284312957,2.2507001375581646,5.628168674667272,-1.1387811761887978,-0.20882293356660736,0.08868711889299967,0.014917970227430036,0.2566439682303687,-0.08898983699487252,-0.06361412800958116
site302131,1397,54,7,6.423012885274787,6.423012885274787,6.423012885274787,0.6677380643333702,54,54,32.15056785261983,0.6633918675346904,0.8599673525385241,0.6915982750581001,2.4256738853049145,6.723694877924443,-1.5238882960345936,-0.2866938940008368,0.27927184580395426,-0.07307014174559967,-0.2376971229742092,-0.3631876546524179,-0.17237292532997942
site302341,1398,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.8209805520698302,0.22768288710193108,0.6930961444580287,-0.691635823399762,-0.4058675804490349,0.5750586567681075,-0.9084538991565185
site302537,1399,5,7,0.9610061879778429,0.9610061879778429,0.9610061879778429,0.6677380643333702,5,5,2.151368500385757,0.6633918675346904,0.90733742677560425,0.6533108963606252,1.8242511201769556,3.6643746058972635,-0.6034849320195801,-0.12168471675917439,0.4249687079684133,-0.03682824179753574,0.03447438285429462,0.2672549164483954,-0.6007111334577412
site302734,1400,17,7,2.6240055637078363,2.6240055637078363,2.6240055637078363,0.6677380643333702,17,17,19.634329369441932,0.6633918675346904,0.8546484415780614,0.6790097750630925,2.257843030776971,5.965277953834134,-1.0811467999135922,-0.31406311546947996,0.43940076188284594,-0.3981994280955763,0.14470500127202904,-0.061539364138971264,-0.15724953320354323
site302930,1401,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.8209805520698302,0.22768288710193108,0.6930961444580287,-0.691635823399762,-0.4058675804490349,0.5750586567681075,-0.9084538991565185
site303131,1402,14,7,2.3154100292972966,2.3154100292972966,2.3154100292972966,0.6677380643333702,14,14,13.709532302201518,0.6633918675346904,0.8593067242639287,0.7372646527931774,2.2643900450633985,5.758157150804621,-0.6153926604046683,0.6268044651465327,-0.04015077316829076,-0.18329384892501488,-0.22978911426735432,0.7885045145477364,0.049640206952364443
site303329,1403,2,7,0.589717432550952,0.589717432550952,0.589717432550952,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.3358333617145055,1.7844507702695043,-1.6034736270014636,0.10087833066815081,0.19178059384033985,-0.1809055243349037,-0.5004058037013184,0.5645760266919894,-0.11166918446994373
site303534,1404,26,7,3.589778339589309,3.589778339589309,3.589778339589309,0.6677380643333702,26,26,21.74942445999335,0.6633918675346904,0.879134440260758,0.697340169144086,2.265565687158822,5.919679232802826,-1.2021618448921902,-0.3308399180537277,0.14418581684258927,0.011472631547830882,0.1359837140319814,-0.24237265871972466,-0.09320485847176907
site303732,1405,3,7,0.8220642899107067,0.8220642899107067,0.8220642899107067,0.6677380643333702,3,3,4.604814302645615,0.6633918675346904,0.9815371184181023,0.8805235783137995,2.0752081962076945,4.38549442346848,-0.7324329310099809,0.8036092960327629,-0.2782027348637435,0.03154136119583616,-0.11393969335759266,1.685188486891609,0.7969513448974103
site303931,1406,35,7,4.529996738846722,4.529996738846722,4.529996738846722,0.6677380643333702,35,35,25.35068425852371,0.6633918675346904,0.8982130426877946,0.7009054657535577,2.3865219485956444,6.421935684157187,-1.2219332101252154,0.03175365795247708,0.1270247278578663,-0.20818056771309781,-0.23718048913662088,0.034178153423614716,-0.1389055134601292
site304336,1407,32,7,4.3370115196973575,4.3370115196973575,4.3370115196973575,0.6677380643333702,32,32,27.334637542209798,0.6633918675346904,0.8862377687355213,0.6917257705861929,2.403329821777364,6.763647041171854,-1.2755798607572375,-0.43428158131506456,0.1565043822097059,-0.006908364032628117,0.12046014501162569,-0.3835036781707594,-0.029394268978870132
site304530,1408,10,7,1.9980434459148275,1.9980434459148275,1.9980434459148275,0.6677380643333702,10,10,14.60796640934464,0.6633918675346904,0.9510769655448199,0.7402094362957697,2.6746284520617416,7.453411073995455,-1.3322749333442587,0.4905422211210975,-0.13346459780655134,0.052051188658837566,-0.45432678791045555,0.3715617526372141,0.25351094229689686
site304730,1409,10,7,1.7362671335896853,1.7362671335896853,1.7362671335896853,0.6677380643333702,10,10,9.500883417424333,0.6633918675346904,0.851512275400743,0.8011459412263655,2.2315576835822295,5.546262255279129,-0.42655604436866384,0.9381164688356526,-0.2887038833313102,-0.09165182218996877,-0.06567458315590538,0.8935420290041479,0.16897566059942526
site304943,1410,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,1.1378330018213911,1.5586254983707877,-0.6162880721075402,0.3799804765006533,0.5375476294160738,1.6536983777857561,-0.35314353400188964
site305146,1411,18,7,2.633128307502431,2.633128307502431,2.633128307502431,0.6677380643333702,18,18,19.634329369441932,0.6633918675346904,0.8718252229508965,0.6898249714465592,2.2134692784545846,5.644338951004379,-1.1748882706856552,-0.2510407980010529,0.45870976458520535,-0.1497284616019691,-0.05699830637285243,-0.08876899996136947,-0.2807398406102366
site305342,1412,66,7,7.692817582808753,7.692817582808753,7.692817582808753,0.6677380643333702,66,66,34.361599972259334,0.6633918675346904,0.8738287738655206,0.6999084218752158,2.4604292697148384,6.926190766869417,-1.487783322329922,-0.2581188970470162,0.13053000221483924,0.01479449147798836,-0.060937885365769266,-0.32092004063842816,-0.09360545957083094
site305542,1413,59,7,6.844959143041275,6.844959143041275,6.844959143041275,0.6677380643333702,59,59,31.02028303603772,0.6633918675346904,0.8712983994488078,0.7009212951602548,2.4171078948496403,6.572580043103151,-1.4858812857384305,-0.14325373094209143,0.023667024254760805,0.045597234998899776,-0.10657207507209632,-0.19555024348594052,0.0630917981103492
site305750,1414,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.1508038147321762,1.3243494200021304,0.5506796783738312,1.0368202810244116,-0.0852614133902623,-0.04046095452313336,0.08618857216690531,1.8651104892675328,-0.34134009022859324
site305961,1415,15,7,2.355352632026483,2.355352632026483,2.355352632026483,0.6677380643333702,15,15,19.634329369441932,0.6633918675346904,0.8564030204125396,0.7222949402243771,2.4082299859238634,6.5218397707276985,-1.175223413243379,-0.12594221398805602,0.4470480389659786,-0.20549202378323936,-0.0603361069981416,0.038590859653417776,-0.25416694170972987
site306163,1416,46,7,5.561770389863623,5.561770389863623,5.561770389863623,0.6677380643333702,46,46,30.55012266910103,0.6633918675346904,0.8702948018385785,0.6920024987689154,2.389163632877007,6.553870829166245,-1.6445928087077764,-0.30352188377331907,0.22239667716022038,-0.010068330542140732,-0.2427641953466886,-0.4607843840044422,-0.16104515558785232
site306364,1417,3,7,0.696202081031763,0.696202081031763,0.696202081031763,0.6677380643333702,3,3,0.8401087743432657,0.6633918675346904,0.7165750234054769,0.8568051310388668,1.6902999696066088,2.9769180546229146,-0.6405551572715077,0.6705097428154984,0.12165740559495339,0.34783762828837134,-0.9087886116386822,0.5003111068127922,-0.4583220460910321
site306565,1418,3,7,0.7826039280936666,0.7826039280936666,0.7826039280936666,0.6677380643333702,3,3,1.385435167320616,0.6633918675346904,0.9311381128954062,0.8830965828896352,1.5095303296015052,2.2982922417850293,0.26798523143043124,1.049708484608476,0.0010877144920230092,0.5995453418311782,0.14555522463377682,1.7083029126664437,0.08578613389848593
site306773,1419,23,7,3.3271756674699278,3.3271756674699278,3.3271756674699278,0.6677380643333702,23,23,16.531889435704937,0.6633918675346904,0.8885372107262327,0.7023344569546731,2.3811820990548895,6.295311918541477,-1.009928007264142,-0.15225779543138082,0.21016996173443248,-0.18198948447816068,0.2524632490544359,-0.013458326173696985,-0.2008440178791286
site306973,1420,24,7,3.4736467503210156,3.4736467503210156,3.4736467503210156,0.6677380643333702,24,24,16.06680377906091,0.6633918675346904,0.8737405723739871,0.7276337496932433,2.3828257472255987,6.153855864386841,-1.439343233785388,-0.1778256624635835,-0.09962827876464314,0.03684923074626716,0.356192622214538,0.10871630978358465,0.06980821456892478
site307174,1421,30,7,4.003179324196721,4.003179324196721,4.003179324196721,0.6677380643333702,30,30,26.0971142245004,0.6633918675346904,0.8692702491466192,0.6741099484274745,2.4762173099524594,6.968444074497951,-1.0967100484811056,-0.010900594649120113,0.2838175897792462,-0.2057567783604681,-0.21486232170731295,0.15215795758791092,-0.14640266902291352
site307373,1422,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.6456816826024177,2.708268200453108,0.15842622487578045,0.8931541927363593,0.03840403617524424,-0.15582767344955437,0.06584002448351944,1.1143785172769318,-0.630798716579204
site307584,1423,26,7,3.592875524206092,3.592875524206092,3.592875524206092,0.6677380643333702,26,26,24.677086260168572,0.6633918675346904,0.890247358621705,0.698952357282696,2.400624256341105,6.70180168663288,-1.3224813412985221,-0.39799368959387316,0.4758111853941695,-0.31209272826847295,-0.12094792549908817,-0.413926109163839,-0.32626515345791746
site307785,1424,20,7,2.845891122957261,2.845891122957261,2.845891122957261,0.6677380643333702,20,20,19.634329369441932,0.6633918675346904,0.843863951661187,0.6775923074127949,2.228360504996168,5.803629577681255,-1.2388412666884276,-0.30548967261390714,0.43266720631290273,-0.2784735936678633,-0.008166205320934247,-0.11289247166695705,-0.19798705710002915
site307993,1425,5,7,1.1329179627595898,1.1329179627595898,1.1329179627595898,0.6677380643333702,5,5,4.437185494656752,0.6633918675346904,0.8050614989062289,0.740936832437922,2.2755338062839954,5.969461152486144,-0.22065545198896191,0.48678550034889057,0.5369613764942547,-0.41535490336342795,-1.2119219968682309,0.38060101867002705,-0.9116410676038783
site308211,1426,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,1.1378330018213911,1.5586254983707877,-0.6162880721075402,0.3799804765006533,0.5375476294160738,1.6536983777857561,-0.35314353400188964
site308412,1427,23,7,3.446362491473401,3.446362491473401,3.446362491473401,0.6677380643333702,23,23,24.677086260168572,0.6633918675346904,0.8946590648518671,0.678226591809254,2.443079318406214,7.016909353098714,-1.340476975195906,-0.3992883888312163,0.5059184025711078,-0.2979760699557522,-0.014133653699694187,-0.3749648048209661,-0.23147330545530517
site308614,1428,52,7,6.272427937547794,6.272427937547794,6.272427937547794,0.6677380643333702,52,52,33.188069154883735,0.6633918675346904,0.8843014930263791,0.7184865398527512,2.4702372552695175,6.915148691311789,-1.5404712620854952,-0.2552634598812591,0.10716743995081751,0.022446078724160573,0.03670350719727015,-0.2422556949413631,-0.027123682139461112
site308822,1429,14,7,2.38360416433057,2.38360416433057,2.38360416433057,0.6677380643333702,14,14,13.001912915260663,0.6633918675346904,0.8697892294665579,0.7178083975690941,2.3248287969325956,6.218007819719784,-0.4654337272451435,0.5234351070888063,0.1446666524505263,-0.36463010760920156,-0.4850907272532209,0.6855333555158304,-0.0931055456564074
site309022,1430,7,7,1.5498926576811909,1.5498926576811909,1.5498926576811909,0.6677380643333702,7,7,10.759129043633214,0.6633918675346904,0.9603292560220614,0.7911219445596731,2.8721097412589116,8.37038789790519,-0.3671248779849999,0.5883510240496629,-0.15684822814948815,0.28883769055517355,-0.22008412278606737,0.35581419548763826,0.1258894303945105
site309213,1431,14,7,2.1855547339194454,2.1855547339194454,2.1855547339194454,0.6677380643333702,14,14,11.811335404673471,0.6633918675346904,0.8398863061037061,0.7126074638039276,2.2655698786389054,5.600727191390939,-1.4049918014962495,0.0737984372281811,0.06431605299301318,-0.09940022525201613,0.2933540252420869,0.20379057861091385,0.021029870829107997
site309607,1432,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-2.385966701933097,-0.02592622576562944,-0.309534956777349,0.32982477472995464,-0.5949440269536019,0.5540933966158712,0.6851155302166311
site309811,1433,3,7,0.8220642899107067,0.8220642899107067,0.8220642899107067,0.6677380643333702,3,3,4.696912398069678,0.6633918675346904,0.7747198006654341,0.8475923278918698,2.2142610829840357,5.078129751155353,-0.9939352333420147,0.707831903840728,-0.19575910182007242,-0.04536978475511118,-0.12750539181318324,1.1847005055645417,0.6039789273303364
site310005,1434,18,7,2.852041911362037,2.852041911362037,2.852041911362037,0.6677380643333702,18,18,15.857817205920677,0.6633918675346904,0.8776369481366294,0.7033044535705754,2.4231751497610388,6.4349928676909895,-1.1265077812585242,0.16867512592736852,0.1085233188697024,-0.14008232810937934,-0.08965336103953413,0.12301908716454694,-0.06194243260200992
site310212,1435,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.8209805520698302,0.22768288710193108,0.6930961444580287,-0.691635823399762,-0.4058675804490349,0.5750586567681075,-0.9084538991565185
site310612,1436,16,7,2.5849691291105397,2.5849691291105397,2.5849691291105397,0.6677380643333702,16,16,20.59255130264731,0.6633918675346904,0.8528722288449604,0.6296364958612841,2.3872077527767637,6.813189059562992,-0.9808205129037509,0.022365620406933694,0.40374019805662864,-0.26357322016822166,-0.0889831682627987,0.20344160139122766,-0.19680049932205565
site310814,1437,44,7,5.42785860483529,5.42785860483529,5.42785860483529,0.6677380643333702,44,44,30.674018661410575,0.6633918675346904,0.8772374559482975,0.7200920147719914,2.4158869283039057,6.647756402544762,-1.4467187096583183,-0.21833265383846145,0.24245845881243075,-0.0642037004076224,-0.18227187504803682,-0.2711080809745991,-0.2449547307328551
